deal_id,month,collections_available,servicing_fee_paid,senior_interest_paid,senior_principal_paid,subordinate_interest_paid,subordinate_principal_paid,excess_spread_to_originator,ce_opening_balance,ce_drawn_this_month,ce_closing_balance,ce_cover_ratio
D0107,2024-07-01,2.96,0.03,0.6,2.23,0.0,0.0,0.1,3.76,0.0,3.76,0.0677
D0107,2024-08-01,2.85,0.03,0.61,2.08,0.0,0.0,0.13,3.76,0.0,3.76,0.0703
D0107,2024-09-01,2.69,0.03,0.56,1.89,0.0,0.0,0.21,3.76,0.0,3.76,0.0729
D0107,2024-10-01,2.76,0.03,0.55,1.99,0.0,0.0,0.19,3.76,0.0,3.76,0.0759
D0107,2024-11-01,2.5,0.03,0.56,1.85,0.0,0.0,0.06,3.76,0.0,3.76,0.0788
D0107,2024-12-01,2.51,0.02,0.51,1.83,0.0,0.0,0.15,3.76,0.0,3.76,0.0819
D0107,2025-01-01,2.29,0.02,0.46,1.67,0.0,0.0,0.14,3.76,0.0,3.76,0.085
D0107,2025-02-01,2.27,0.02,0.48,1.69,0.0,0.0,0.08,3.76,0.0,3.76,0.0884
D0107,2025-03-01,3.07,0.02,0.42,2.51,0.0,0.0,0.12,3.76,0.0,3.76,0.094
D0107,2025-04-01,1.98,0.02,0.39,1.44,0.0,0.0,0.13,3.76,0.0,3.76,0.0975
D0107,2025-05-01,1.91,0.02,0.39,1.38,0.0,0.0,0.12,3.76,0.0,3.76,0.1011
D0107,2025-06-01,1.92,0.02,0.4,1.43,0.0,0.0,0.07,3.76,0.0,3.76,0.1051
D0107,2025-07-01,1.74,0.02,0.41,1.28,0.0,0.0,0.03,3.76,0.0,3.76,0.109
D0107,2025-08-01,1.75,0.02,0.38,1.25,0.0,0.0,0.1,3.76,0.0,3.76,0.1131
D0107,2025-09-01,1.67,0.02,0.36,1.18,0.0,0.0,0.11,3.76,0.0,3.76,0.1173
D0107,2025-10-01,1.63,0.02,0.33,1.22,0.0,0.0,0.06,3.76,0.0,3.76,0.1219
D0107,2025-11-01,1.59,0.02,0.36,1.17,0.0,0.0,0.04,3.76,0.0,3.76,0.1267
D0107,2025-12-01,1.42,0.02,0.27,1.11,0.0,0.0,0.02,3.76,0.0,3.76,0.1317
D0107,2026-01-01,1.38,0.01,0.31,1.02,0.0,0.0,0.04,3.76,0.0,3.76,0.1365
D0107,2026-02-01,1.38,0.01,0.29,1.01,0.0,0.0,0.07,3.76,0.0,3.76,0.1417
D0107,2026-03-01,1.32,0.01,0.27,0.97,0.0,0.0,0.07,3.76,0.0,3.76,0.1471
D0107,2026-04-01,1.3,0.01,0.28,0.94,0.0,0.0,0.07,3.76,0.0,3.76,0.1527
D0107,2026-05-01,1.27,0.01,0.26,0.91,0.0,0.0,0.09,3.76,0.0,3.76,0.1586
D0107,2026-06-01,1.12,0.01,0.23,0.88,0.0,0.0,0.0,3.76,0.0,3.76,0.1647
D0107,2026-07-01,1.2,0.01,0.25,0.83,0.0,0.0,0.11,3.76,0.0,3.76,0.1709
D0112,2025-08-01,14.92,0.18,1.95,12.27,0.0,0.0,0.52,14.18,0.0,14.18,0.0754
D0112,2025-09-01,13.08,0.17,2.09,10.36,0.0,0.0,0.46,14.18,0.0,14.18,0.0798
D0112,2025-10-01,11.06,0.17,1.85,8.39,0.0,0.0,0.65,14.18,0.0,14.18,0.0838
D0112,2025-11-01,13.1,0.16,1.65,10.55,0.0,0.0,0.74,14.18,0.0,14.18,0.0893
D0112,2025-12-01,11.09,0.15,1.67,8.7,0.0,0.0,0.57,14.18,0.0,14.18,0.0945
D0112,2026-01-01,13.72,0.14,1.55,11.67,0.0,0.0,0.36,14.18,0.0,14.18,0.1025
D0112,2026-02-01,8.21,0.13,1.59,6.43,0.0,0.0,0.06,14.18,0.0,14.18,0.1075
D0112,2026-03-01,9.34,0.12,1.36,7.3,0.0,0.0,0.56,14.18,0.0,14.18,0.1137
D0112,2026-04-01,8.58,0.12,1.25,6.94,0.0,0.0,0.27,14.18,0.0,14.18,0.1205
D0112,2026-05-01,7.95,0.11,1.15,6.53,0.0,0.0,0.16,14.18,0.0,14.18,0.1275
D0112,2026-06-01,7.96,0.1,1.06,6.41,0.0,0.0,0.39,14.18,0.0,14.18,0.1353
D0112,2026-07-01,6.85,0.1,1.04,5.26,0.0,0.0,0.45,14.18,0.0,14.18,0.1425
D0117,2025-01-01,11.01,0.27,1.85,8.72,0.0,0.0,0.17,0.0,0.0,0.0,0.0
D0117,2025-02-01,11.44,0.26,1.84,9.02,0.0,0.0,0.32,0.0,0.0,0.0,0.0
D0117,2025-03-01,9.72,0.24,1.64,7.65,0.0,0.0,0.19,0.0,0.0,0.0,0.0
D0117,2025-04-01,9.4,0.23,1.41,7.05,0.0,0.0,0.71,0.0,0.0,0.0,0.0
D0117,2025-05-01,9.35,0.22,1.52,7.26,0.0,0.0,0.35,0.0,0.0,0.0,0.0
D0117,2025-06-01,8.33,0.21,1.33,6.46,0.0,0.0,0.33,0.0,0.0,0.0,0.0
D0117,2025-07-01,8.57,0.2,1.45,6.71,0.0,0.0,0.21,0.0,0.0,0.0,0.0
D0117,2025-08-01,8.24,0.19,1.23,6.49,0.0,0.0,0.33,0.0,0.0,0.0,0.0
D0117,2025-09-01,7.24,0.18,1.09,5.68,0.0,0.0,0.29,0.0,0.0,0.0,0.0
D0117,2025-10-01,6.64,0.17,1.14,5.19,0.0,0.0,0.14,0.0,0.0,0.0,0.0
D0117,2025-11-01,7.42,0.16,1.06,5.81,0.0,0.0,0.39,0.0,0.0,0.0,0.0
D0117,2025-12-01,6.54,0.15,1.0,5.29,0.0,0.0,0.1,0.0,0.0,0.0,0.0
D0117,2026-01-01,6.38,0.15,0.91,4.94,0.0,0.0,0.38,0.0,0.0,0.0,0.0
D0117,2026-02-01,5.96,0.14,0.97,4.79,0.0,0.0,0.06,0.0,0.0,0.0,0.0
D0117,2026-03-01,5.36,0.13,0.84,4.34,0.0,0.0,0.05,0.0,0.0,0.0,0.0
D0117,2026-04-01,4.76,0.13,0.81,3.74,0.0,0.0,0.08,0.0,0.0,0.0,0.0
D0117,2026-05-01,5.07,0.12,0.8,3.99,0.0,0.0,0.16,0.0,0.0,0.0,0.0
D0117,2026-06-01,4.82,0.11,0.72,3.71,0.0,0.0,0.28,0.0,0.0,0.0,0.0
D0117,2026-07-01,4.38,0.11,0.72,3.31,0.0,0.0,0.24,0.0,0.0,0.0,0.0
D0122,2026-01-01,12.72,0.26,2.43,8.74,0.0,0.0,1.29,20.39,0.0,20.39,0.0784
D0122,2026-02-01,13.16,0.25,2.68,9.16,0.0,0.0,1.07,20.39,0.0,20.39,0.0813
D0122,2026-03-01,12.26,0.24,2.67,9.09,0.0,0.0,0.26,20.39,0.0,20.39,0.0844
D0122,2026-04-01,11.76,0.23,2.33,8.55,0.0,0.0,0.65,20.39,0.0,20.39,0.0875
D0122,2026-05-01,11.84,0.22,2.31,8.24,0.0,0.0,1.07,20.39,0.0,20.39,0.0907
D0122,2026-06-01,11.99,0.21,2.23,8.71,0.0,0.0,0.84,20.39,0.0,20.39,0.0943
D0122,2026-07-01,10.79,0.2,2.27,8.24,0.0,0.0,0.08,20.39,0.0,20.39,0.0981
D0125,2024-09-01,5.64,0.1,0.91,4.37,0.0,0.0,0.26,2.9,0.0,2.9,0.0331
D0125,2024-10-01,6.33,0.09,0.89,5.07,0.0,0.0,0.28,2.9,0.0,2.9,0.0351
D0125,2024-11-01,5.06,0.09,0.79,3.98,0.0,0.0,0.2,2.9,0.0,2.9,0.0369
D0125,2024-12-01,5.85,0.08,0.8,4.67,0.0,0.0,0.3,2.9,0.0,2.9,0.0392
D0125,2025-01-01,4.97,0.08,0.78,4.03,0.0,0.0,0.08,2.9,0.0,2.9,0.0415
D0125,2025-02-01,4.94,0.07,0.71,3.87,0.0,0.0,0.29,2.9,0.0,2.9,0.0439
D0125,2025-03-01,3.91,0.07,0.72,2.9,0.0,0.0,0.22,2.9,0.0,2.9,0.046
D0125,2025-04-01,4.48,0.06,0.66,3.75,0.0,0.0,0.01,2.9,0.0,2.9,0.0489
D0125,2025-05-01,3.85,0.06,0.56,3.06,0.0,0.0,0.17,2.9,0.0,2.9,0.0515
D0125,2025-06-01,3.66,0.06,0.58,2.89,0.0,0.0,0.13,2.9,0.0,2.9,0.0543
D0125,2025-07-01,3.83,0.05,0.54,3.0,0.0,0.0,0.24,2.9,0.0,2.9,0.0575
D0125,2025-08-01,3.56,0.05,0.49,2.94,0.0,0.0,0.08,2.9,0.0,2.9,0.0611
D0125,2025-09-01,3.15,0.05,0.54,2.39,0.0,0.0,0.17,2.9,0.0,2.9,0.0643
D0125,2025-10-01,2.96,0.05,0.48,2.32,0.0,0.0,0.11,2.9,0.0,2.9,0.0678
D0125,2025-11-01,3.0,0.04,0.44,2.36,0.0,0.0,0.16,2.9,0.0,2.9,0.0718
D0125,2025-12-01,2.77,0.04,0.45,2.25,0.0,0.0,0.03,2.9,0.0,2.9,0.076
D0125,2026-01-01,2.8,0.04,0.37,2.29,0.0,0.0,0.1,2.9,0.0,2.9,0.0809
D0125,2026-02-01,2.12,0.04,0.37,1.61,0.0,0.0,0.1,2.9,0.0,2.9,0.0847
D0125,2026-03-01,1.99,0.04,0.37,1.42,0.0,0.0,0.16,2.9,0.0,2.9,0.0884
D0125,2026-04-01,2.14,0.03,0.35,1.75,0.0,0.0,0.01,2.9,0.0,2.9,0.0933
D0125,2026-05-01,2.12,0.03,0.33,1.68,0.0,0.0,0.08,2.9,0.0,2.9,0.0987
D0125,2026-07-01,1.83,0.03,0.26,1.44,0.0,0.0,0.1,2.9,0.0,2.9,0.1107
D0128,2025-11-01,2.19,0.05,0.31,1.77,0.0,0.0,0.06,0.0,0.0,0.0,0.0
D0128,2025-12-01,2.95,0.05,0.3,2.57,0.0,0.0,0.03,0.0,0.0,0.0,0.0
D0128,2026-01-01,1.91,0.05,0.28,1.56,0.0,0.0,0.02,0.0,0.0,0.0,0.0
D0128,2026-02-01,1.9,0.04,0.25,1.45,0.0,0.0,0.16,0.0,0.0,0.0,0.0
D0128,2026-03-01,2.17,0.04,0.3,1.68,0.0,0.0,0.15,0.0,0.0,0.0,0.0
D0128,2026-04-01,3.26,0.04,0.21,2.99,0.0,0.0,0.02,0.0,0.0,0.0,0.0
D0128,2026-05-01,1.71,0.04,0.18,1.4,0.0,0.0,0.09,0.0,0.0,0.0,0.0
D0128,2026-06-01,1.53,0.03,0.2,1.25,0.0,0.0,0.05,0.0,0.0,0.0,0.0
D0128,2026-07-01,1.35,0.03,0.19,1.11,0.0,0.0,0.02,0.0,0.0,0.0,0.0
D0131,2024-10-01,11.15,0.36,2.37,8.14,0.0,0.0,0.28,25.06,0.0,25.06,0.0936
D0131,2024-11-01,10.92,0.35,2.27,8.13,0.0,0.0,0.17,25.06,0.0,25.06,0.0965
D0131,2024-12-01,10.48,0.34,1.9,7.62,0.0,0.0,0.62,25.06,0.0,25.06,0.0994
D0131,2025-01-01,9.07,0.33,1.87,6.73,0.0,0.0,0.14,25.06,0.0,25.06,0.1022
D0131,2025-02-01,10.03,0.32,2.1,6.67,0.0,0.0,0.94,25.06,0.0,25.06,0.105
D0131,2025-03-01,9.4,0.31,1.97,7.12,0.0,0.0,0.0,25.06,0.16,24.9,0.1075
D0131,2025-04-01,17.35,0.29,1.79,15.27,0.0,0.0,0.0,24.9,0.27,24.63,0.1139
D0131,2025-05-01,8.83,0.28,1.79,6.21,0.0,0.0,0.55,24.63,0.0,24.63,0.1173
D0131,2025-06-01,8.44,0.28,1.44,5.83,0.0,0.0,0.89,24.63,0.0,24.63,0.1206
D0131,2025-07-01,10.47,0.27,1.62,7.98,0.0,0.0,0.6,24.63,0.0,24.63,0.1255
D0131,2025-08-01,7.69,0.26,1.75,5.68,0.0,0.0,0.0,24.63,0.2,24.43,0.1282
D0131,2025-09-01,7.22,0.25,1.63,5.34,0.0,0.0,0.0,24.43,0.15,24.28,0.1311
D0132,2025-06-01,8.18,0.08,1.31,6.53,0.0,0.0,0.26,11.07,0.0,11.07,0.0816
D0132,2025-07-01,8.32,0.07,1.31,6.86,0.0,0.0,0.08,11.07,0.0,11.07,0.086
D0132,2025-08-01,9.21,0.07,1.19,7.68,0.0,0.0,0.27,11.07,0.0,11.07,0.0915
D0132,2025-09-01,9.03,0.07,1.09,7.37,0.0,0.0,0.5,11.07,0.0,11.07,0.0974
D0132,2025-10-01,6.93,0.06,1.06,5.76,0.0,0.0,0.05,11.07,0.0,11.07,0.1026
D0132,2025-11-01,7.54,0.06,1.0,6.03,0.0,0.0,0.45,11.07,0.0,11.07,0.1087
D0132,2025-12-01,7.03,0.06,0.84,6.08,0.0,0.0,0.05,11.07,0.0,11.07,0.1156
D0132,2026-01-01,5.42,0.05,0.89,4.22,0.0,0.0,0.26,11.07,0.0,11.07,0.1209
D0132,2026-02-01,5.22,0.05,0.84,4.23,0.0,0.0,0.1,11.07,0.0,11.07,0.1267
D0132,2026-03-01,5.9,0.05,0.79,4.67,0.0,0.0,0.39,11.07,0.0,11.07,0.1339
D0132,2026-04-01,4.97,0.05,0.86,4.05,0.0,0.0,0.01,11.07,0.0,11.07,0.1408
D0132,2026-05-01,5.51,0.04,0.69,4.45,0.0,0.0,0.33,11.07,0.0,11.07,0.1492
D0132,2026-06-01,5.17,0.04,0.62,4.49,0.0,0.0,0.02,11.07,0.0,11.07,0.1588
D0132,2026-07-01,4.99,0.04,0.72,4.03,0.0,0.0,0.2,11.07,0.0,11.07,0.1686
D0136,2025-02-01,11.93,0.14,2.2,8.79,0.0,0.0,0.8,9.4,0.0,9.4,0.0495
D0136,2025-03-01,11.7,0.13,1.92,8.96,0.0,0.0,0.69,9.4,0.0,9.4,0.0519
D0136,2025-04-01,11.19,0.13,1.91,9.09,0.0,0.0,0.06,9.4,0.0,9.4,0.0547
D0136,2025-05-01,10.18,0.12,1.79,7.94,0.0,0.0,0.33,9.4,0.0,9.4,0.0573
D0136,2025-06-01,11.35,0.11,1.63,9.12,0.0,0.0,0.49,9.4,0.0,9.4,0.0607
D0136,2025-07-01,9.69,0.11,1.46,8.01,0.0,0.0,0.11,9.4,0.0,9.4,0.064
D0136,2025-08-01,8.52,0.1,1.55,6.49,0.0,0.0,0.38,9.4,0.0,9.4,0.067
D0136,2025-09-01,9.32,0.1,1.52,7.69,0.0,0.0,0.01,9.4,0.0,9.4,0.0709
D0136,2025-10-01,8.21,0.09,1.43,6.55,0.0,0.0,0.14,9.4,0.0,9.4,0.0745
D0136,2025-11-01,8.05,0.09,1.28,6.41,0.0,0.0,0.27,9.4,0.0,9.4,0.0785
D0136,2025-12-01,7.19,0.08,1.2,5.89,0.0,0.0,0.02,9.4,0.0,9.4,0.0826
D0136,2026-01-01,11.38,0.08,1.27,10.01,0.0,0.0,0.02,9.4,0.0,9.4,0.0906
D0136,2026-02-01,6.82,0.07,1.07,5.4,0.0,0.0,0.28,9.4,0.0,9.4,0.0955
D0136,2026-03-01,6.9,0.07,1.1,5.32,0.0,0.0,0.41,9.4,0.0,9.4,0.101
D0136,2026-05-01,5.82,0.06,0.84,4.55,0.0,0.0,0.37,9.4,0.0,9.4,0.1123
D0136,2026-06-01,5.64,0.06,0.93,4.61,0.0,0.0,0.04,9.4,0.0,9.4,0.1189
D0136,2026-07-01,5.23,0.06,0.84,4.11,0.0,0.0,0.22,9.4,0.0,9.4,0.1254
D0137,2025-07-01,10.06,0.1,1.72,8.23,0.0,0.0,0.01,14.13,0.0,14.13,0.0683
D0137,2025-08-01,10.12,0.1,1.47,7.69,0.0,0.0,0.86,14.13,0.0,14.13,0.071
D0137,2025-09-01,10.27,0.1,1.19,8.26,0.0,0.0,0.72,14.13,0.0,14.13,0.074
D0137,2025-10-01,8.83,0.09,1.5,6.88,0.0,0.0,0.36,14.13,0.0,14.13,0.0768
D0137,2025-11-01,8.52,0.09,1.22,6.87,0.0,0.0,0.34,14.13,0.0,14.13,0.0798
D0137,2025-12-01,9.04,0.09,1.38,7.37,0.0,0.0,0.2,14.13,0.0,14.13,0.0833
D0137,2026-01-01,8.47,0.08,1.22,7.17,0.0,0.0,0.0,14.13,0.4,13.73,0.0845
D0137,2026-02-01,7.14,0.08,1.2,5.86,0.0,0.0,0.0,13.73,0.33,13.4,0.0855
D0137,2026-03-01,6.97,0.08,1.15,5.74,0.0,0.0,0.0,13.4,0.25,13.15,0.0871
D0137,2026-04-01,7.45,0.07,0.88,6.5,0.0,0.0,0.0,13.15,0.09,13.06,0.0904
D0137,2026-05-01,7.91,0.07,0.97,6.21,0.0,0.0,0.66,13.06,0.0,13.06,0.0945
D0137,2026-06-01,7.16,0.07,1.1,5.99,0.0,0.0,0.0,13.06,0.28,12.78,0.0966
D0137,2026-07-01,6.33,0.06,0.87,4.96,0.0,0.0,0.44,12.78,0.0,12.78,0.1004
D0139,2025-07-01,0.27,0.0,0.0,0.0,0.05,0.2,0.02,0.57,0.0,0.57,
D0139,2025-09-01,0.26,0.0,0.0,0.0,0.04,0.21,0.01,0.57,0.0,0.57,
D0139,2025-10-01,0.24,0.0,0.0,0.0,0.04,0.2,0.0,0.57,0.0,0.57,
D0139,2025-11-01,0.23,0.0,0.0,0.0,0.03,0.2,0.0,0.57,0.0,0.57,
D0139,2025-12-01,0.21,0.0,0.0,0.0,0.03,0.18,0.0,0.57,0.0,0.57,
D0139,2026-01-01,0.23,0.0,0.0,0.0,0.03,0.18,0.02,0.57,0.0,0.57,
D0139,2026-02-01,0.34,0.0,0.0,0.0,0.03,0.3,0.01,0.57,0.0,0.57,
D0139,2026-03-01,0.19,0.0,0.0,0.0,0.03,0.15,0.01,0.57,0.0,0.57,
D0139,2026-04-01,0.2,0.0,0.0,0.0,0.03,0.17,0.0,0.57,0.0,0.57,
D0139,2026-05-01,0.14,0.0,0.0,0.0,0.03,0.11,0.0,0.57,0.0,0.57,
D0139,2026-06-01,0.14,0.0,0.0,0.0,0.02,0.12,0.0,0.57,0.0,0.57,
D0139,2026-07-01,0.13,0.0,0.0,0.0,0.02,0.1,0.01,0.57,0.0,0.57,
D0143,2026-03-01,13.81,0.21,3.17,9.99,0.0,0.0,0.44,20.65,0.0,20.65,0.0632
D0143,2026-04-01,14.65,0.2,3.22,9.74,0.0,0.0,1.49,20.65,0.0,20.65,0.0651
D0143,2026-05-01,13.38,0.2,3.01,9.42,0.0,0.0,0.75,20.65,0.0,20.65,0.0671
D0143,2026-06-01,12.35,0.19,2.98,9.13,0.0,0.0,0.05,20.65,0.0,20.65,0.0692
D0143,2026-07-01,13.42,0.19,3.07,8.86,0.0,0.0,1.3,20.65,0.0,20.65,0.0713
D0145,2024-08-01,22.92,0.42,3.04,18.57,0.0,0.0,0.89,23.28,0.0,23.28,0.0868
D0145,2024-09-01,18.15,0.4,2.84,13.88,0.0,0.0,1.03,23.28,0.0,23.28,0.0916
D0145,2024-10-01,17.7,0.38,2.66,13.52,0.0,0.0,1.14,23.28,0.0,23.28,0.0967
D0145,2024-11-01,16.79,0.36,2.45,13.87,0.0,0.0,0.11,23.28,0.0,23.28,0.1026
D0145,2024-12-01,16.44,0.33,2.38,13.49,0.0,0.0,0.24,23.28,0.0,23.28,0.1091
D0145,2025-02-01,14.96,0.3,1.98,12.68,0.0,0.0,0.0,23.28,0.5,22.78,0.1205
D0145,2025-03-01,15.38,0.28,2.13,12.97,0.0,0.0,0.0,22.78,0.19,22.59,0.1284
D0145,2025-04-01,15.59,0.26,1.55,13.3,0.0,0.0,0.48,22.59,0.0,22.59,0.1388
D0145,2025-05-01,11.15,0.24,1.69,8.61,0.0,0.0,0.61,22.59,0.0,22.59,0.1466
D0145,2025-06-01,11.43,0.23,1.48,9.72,0.0,0.0,0.0,22.59,0.11,22.48,0.1557
D0145,2025-07-01,10.94,0.21,1.54,9.19,0.0,0.0,0.0,22.48,0.39,22.09,0.1634
D0145,2025-08-01,9.29,0.2,1.21,7.88,0.0,0.0,0.0,22.09,0.3,21.79,0.1712
D0145,2025-09-01,9.41,0.19,1.32,7.65,0.0,0.0,0.25,21.79,0.0,21.79,0.1821
D0145,2025-10-01,8.88,0.18,1.23,7.47,0.0,0.0,0.0,21.79,0.29,21.5,0.1917
D0146,2024-05-01,12.6,0.17,1.62,10.62,0.0,0.0,0.19,14.63,0.0,14.63,0.0847
D0146,2024-06-01,13.93,0.15,1.58,11.89,0.0,0.0,0.31,14.63,0.0,14.63,0.091
D0146,2024-07-01,11.13,0.15,1.19,9.29,0.0,0.0,0.5,14.63,0.0,14.63,0.0966
D0146,2024-08-01,11.07,0.14,1.24,9.32,0.0,0.0,0.37,14.63,0.0,14.63,0.1029
D0146,2024-09-01,15.5,0.12,1.13,13.64,0.0,0.0,0.61,14.63,0.0,14.63,0.1138
D0146,2024-10-01,10.11,0.12,1.2,8.5,0.0,0.0,0.29,14.63,0.0,14.63,0.1219
D0146,2024-11-01,9.05,0.11,0.88,7.95,0.0,0.0,0.11,14.63,0.0,14.63,0.1305
D0146,2024-12-01,7.39,0.1,1.0,5.97,0.0,0.0,0.32,14.63,0.0,14.63,0.1379
D0146,2025-01-01,7.52,0.1,0.88,6.25,0.0,0.0,0.29,14.63,0.0,14.63,0.1465
D0146,2025-02-01,7.62,0.09,0.71,6.41,0.0,0.0,0.41,14.63,0.0,14.63,0.1565
D0146,2025-03-01,6.21,0.08,0.86,5.26,0.0,0.0,0.01,14.63,0.0,14.63,0.1659
D0146,2025-04-01,5.9,0.08,0.78,5.04,0.0,0.0,0.0,14.63,0.0,14.63,0.1759
D0146,2025-05-01,6.63,0.07,0.68,5.57,0.0,0.0,0.31,14.63,0.0,14.63,0.1886
D0146,2025-06-01,5.11,0.07,0.71,4.22,0.0,0.0,0.11,14.63,0.0,14.63,0.1994
D0146,2025-07-01,4.97,0.07,0.61,4.15,0.0,0.0,0.14,14.63,0.0,14.63,0.2114
D0146,2025-08-01,4.79,0.06,0.59,3.92,0.0,0.0,0.22,14.63,0.0,14.63,0.224
D0146,2025-09-01,4.82,0.06,0.52,4.09,0.0,0.0,0.15,14.63,0.0,14.63,0.239
D0146,2025-10-01,4.43,0.06,0.46,3.9,0.0,0.0,0.01,14.63,0.0,14.63,0.2553
D0146,2025-11-01,4.26,0.05,0.46,3.56,0.0,0.0,0.19,14.63,0.0,14.63,0.2722
D0146,2025-12-01,3.63,0.05,0.47,3.0,0.0,0.0,0.11,14.63,0.0,14.63,0.2883
D0146,2026-01-01,3.34,0.05,0.38,2.85,0.0,0.0,0.06,14.63,0.0,14.63,0.3054
D0146,2026-02-01,3.52,0.04,0.39,3.06,0.0,0.0,0.03,14.63,0.0,14.63,0.3263
D0146,2026-03-01,3.5,0.04,0.38,3.0,0.0,0.0,0.08,14.63,0.0,14.63,0.3497
D0146,2026-04-01,2.6,0.04,0.32,2.24,0.0,0.0,0.0,14.63,0.0,14.63,0.3694
D0146,2026-06-01,2.71,0.03,0.25,2.29,0.0,0.0,0.14,14.63,0.0,14.63,0.4225
D0146,2026-07-01,2.63,0.03,0.29,2.31,0.0,0.0,0.0,14.63,0.0,14.63,0.4527
D0147,2025-05-01,15.0,0.34,1.92,12.08,0.0,0.0,0.66,11.4,0.0,11.4,0.05
D0147,2025-06-01,14.54,0.32,1.98,11.41,0.0,0.0,0.83,11.4,0.0,11.4,0.0526
D0147,2025-08-01,13.76,0.29,2.01,10.58,0.0,0.0,0.88,11.4,0.0,11.4,0.0584
D0147,2025-09-01,12.2,0.27,1.82,9.77,0.0,0.0,0.34,11.4,0.0,11.4,0.0615
D0147,2025-10-01,12.06,0.26,1.84,9.22,0.0,0.0,0.74,11.4,0.0,11.4,0.0647
D0147,2025-11-01,11.38,0.25,1.56,9.01,0.0,0.0,0.56,11.4,0.0,11.4,0.0682
D0147,2025-12-01,10.4,0.24,1.44,8.49,0.0,0.0,0.23,11.4,0.0,11.4,0.0719
D0147,2026-01-01,9.93,0.22,1.37,8.12,0.0,0.0,0.22,11.4,0.0,11.4,0.0757
D0147,2026-02-01,9.28,0.21,1.46,7.61,0.0,0.0,0.0,11.4,0.13,11.27,0.0789
D0147,2026-03-01,9.13,0.2,1.56,7.37,0.0,0.0,0.0,11.27,0.33,10.94,0.0807
D0147,2026-04-01,8.38,0.19,1.21,6.89,0.0,0.0,0.09,10.94,0.0,10.94,0.085
D0147,2026-05-01,7.93,0.18,1.19,6.56,0.0,0.0,0.0,10.94,0.11,10.83,0.0887
D0147,2026-06-01,12.98,0.16,1.07,11.69,0.0,0.0,0.06,10.83,0.0,10.83,0.0981
D0147,2026-07-01,7.23,0.16,0.97,5.61,0.0,0.0,0.49,10.83,0.0,10.83,0.1033
D0148,2025-01-01,3.6,0.1,0.76,2.74,0.0,0.0,0.0,6.61,0.0,6.61,0.0821
D0148,2025-02-01,3.42,0.1,0.64,2.39,0.0,0.0,0.29,6.61,0.0,6.61,0.0846
D0148,2025-03-01,3.53,0.09,0.57,2.55,0.0,0.0,0.32,6.61,0.0,6.61,0.0874
D0148,2025-04-01,3.35,0.09,0.63,2.59,0.0,0.0,0.04,6.61,0.0,6.61,0.0905
D0148,2025-05-01,3.33,0.09,0.69,2.38,0.0,0.0,0.17,6.61,0.0,6.61,0.0936
D0148,2025-07-01,5.29,0.08,0.63,4.58,0.0,0.0,0.0,6.61,0.15,6.46,0.1017
D0148,2025-08-01,2.38,0.08,0.57,1.73,0.0,0.0,0.0,6.46,0.11,6.35,0.1028
D0148,2025-09-01,2.88,0.07,0.55,1.98,0.0,0.0,0.28,6.35,0.0,6.35,0.1062
D0148,2025-10-01,2.54,0.07,0.45,2.02,0.0,0.0,0.0,6.35,0.12,6.23,0.1078
D0148,2025-11-01,2.37,0.07,0.42,1.88,0.0,0.0,0.0,6.23,0.06,6.17,0.1104
D0148,2026-01-01,2.13,0.07,0.46,1.6,0.0,0.0,0.0,6.17,0.06,6.11,0.1161
D0148,2026-02-01,2.32,0.06,0.44,1.65,0.0,0.0,0.17,6.11,0.0,6.11,0.1198
D0148,2026-03-01,2.48,0.06,0.44,1.81,0.0,0.0,0.17,6.11,0.0,6.11,0.1242
D0148,2026-04-01,2.38,0.06,0.47,1.7,0.0,0.0,0.15,6.11,0.0,6.11,0.1287
D0148,2026-05-01,2.14,0.06,0.44,1.64,0.0,0.0,0.0,6.11,0.04,6.07,0.1324
D0148,2026-06-01,2.12,0.06,0.42,1.54,0.0,0.0,0.1,6.07,0.0,6.07,0.137
D0148,2026-07-01,2.0,0.05,0.37,1.58,0.0,0.0,0.0,6.07,0.09,5.98,0.14
D0150,2025-02-01,6.8,0.17,1.13,4.85,0.0,0.0,0.65,9.69,0.0,9.69,0.0646
D0150,2025-03-01,7.24,0.16,1.18,5.5,0.0,0.0,0.4,9.69,0.0,9.69,0.0671
D0150,2025-04-01,6.7,0.16,0.96,5.05,0.0,0.0,0.53,9.69,0.0,9.69,0.0695
D0150,2025-05-01,6.51,0.15,1.07,4.95,0.0,0.0,0.34,9.69,0.0,9.69,0.0721
D0150,2025-06-01,6.21,0.14,0.99,4.46,0.0,0.0,0.62,9.69,0.0,9.69,0.0745
D0150,2025-07-01,5.43,0.14,0.97,4.31,0.0,0.0,0.01,9.69,0.0,9.69,0.0771
D0150,2025-08-01,6.0,0.13,0.84,4.49,0.0,0.0,0.54,9.69,0.0,9.69,0.08
D0150,2025-09-01,5.32,0.13,0.92,4.12,0.0,0.0,0.15,9.69,0.0,9.69,0.0828
D0150,2025-10-01,5.81,0.13,0.97,4.16,0.0,0.0,0.55,9.69,0.0,9.69,0.0858
D0150,2025-11-01,5.01,0.12,0.94,3.65,0.0,0.0,0.3,9.69,0.0,9.69,0.0887
D0150,2025-12-01,4.29,0.12,0.68,3.23,0.0,0.0,0.26,9.69,0.0,9.69,0.0914
