deal_id,sub_code,deal_name,status,fy,period,company,instrument_type,underlying,psl_npsl,investor_name,trustee_ar,trustee,ratio,borrowing_date,payout_date,mclr_linked_or_fixed,mclr_on_deal_date,spread,deal_roi,servicing_fee_pct,net_roi,no_of_pool_contracts,amount_securitised_deal_date,purchase_consideration_deal_date,rating,loss_estimation_rating,first_loss_facility_pct,overcollateral_pct,tranche,credit_enhancement_type,credit_enhancement_initial_amount,mrr_percent,stated_tenor_months,underlying_seasoning_months,true_sale_criteria_met,true_sale_assumption_note,processing_fees_paid,documentation_charges,external_ca_fees,legal_documentation_fees,rating_fees,trustee_fees_pa,arranger_fees
D0161,,IDBI-BL-D0161,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,BL,NPSL,IDBI Bank,Vistra ITCL,Vistra ITCL,0.9317,2026-02-26,2026-03-26,MCLR Linked,8.28,1.99,10.27,1.5693,9.0991,18213,119.31,117.22,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,18,9,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.12,0.12,0.35,0.25,0.32,0.08,0.3
D0162,,Central-Gold-D0162,Active,FY26,FY26 Q3,IIFL Finance Limited,DA,Gold,NPSL,Central Bank of India,IDBI Trusteeship,Vistra ITCL,0.9268,2025-12-23,2026-01-23,MCLR Linked,10.01,2.44,12.45,1.4067,11.8226,8955,63.15,62.06,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,9,10,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.06,0.04,0.17,0.14,0.15,0.07,0.16
D0163,,Central-BL-D0163,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,BL,PSL,Central Bank of India,Axis Trustee,Vistra ITCL,0.9055,2025-05-08,2025-06-08,Fixed,9.19,2.6,11.79,1.733,11.1138,23242,143.58,135.52,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.05,23,13,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.14,0.21,0.16,0.17,0.51,0.18,0.36
D0164,,Central-MFI-D0164,Closed,FY25,FY25 Q1,IIFL Finance Limited,DA,MFI,NPSL,Central Bank of India,Vistra ITCL,Catalyst Trusteeship,0.9083,2024-05-03,2024-06-03,MCLR Linked,6.97,2.66,9.63,1.4172,8.6196,15343,268.62,259.56,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,17,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.27,0.36,0.73,0.29,1.01,0.39,0.67
D0165,,UCO-HCF-D0165,Active,FY25,FY25 Q4,IIFL Finance Limited,PTC,HCF,PSL,UCO Bank,Catalyst Trusteeship,IDBI Trusteeship,0.9221,2025-03-04,2025-04-04,Fixed,10.93,1.97,12.9,1.2301,11.9633,13804,224.45,217.68,AA+(SO),AA+(SO),0.0,0.0,Senior,Cash Collateral,11.04,0.1,57,16,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.22,0.33,0.26,0.44,0.57,0.21,0.56
D0166,,Bank-BL-D0166,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,BL,PSL,Bank of Maharashtra,Axis Trustee,Catalyst Trusteeship,0.8642,2025-05-18,2025-06-18,MCLR Linked,10.42,2.27,12.69,1.5969,11.2064,19437,77.24,74.33,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,12,2,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.08,0.11,0.2,0.13,0.13,0.11,0.19
D0167,,Central-SME-D0167,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,SME,PSL,Central Bank of India,Axis Trustee,IDBI Trusteeship,0.9073,2026-01-22,2026-02-22,Fixed,6.58,2.77,9.35,1.4845,8.5582,18031,14.78,13.94,Unrated,Unrated,0.0,0.0375,Subordinate,Overcollateralization,0.55,0.1,29,15,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.01,0.02,0.02,0.03,0.03,0.01,0.04
D0168,,Bank-MFI-D0168,Closed,FY25,FY25 Q3,IIFL Finance Limited,DA,MFI,PSL,Bank of Maharashtra,Axis Trustee,Axis Trustee,0.927,2024-12-28,2025-01-28,MCLR Linked,9.63,2.71,12.34,0.8569,11.3998,6247,235.82,223.06,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.05,12,4,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.24,0.27,0.34,0.5,0.56,0.27,0.59
D0169,,Bank-Gold-D0169,Active,FY26,FY26 Q2,IIFL Finance Limited,PTC,Gold,NPSL,Bank of Maharashtra,Vistra ITCL,Vistra ITCL,0.877,2025-07-10,2025-08-10,MCLR Linked,7.74,3.4,11.14,1.7035,10.3847,16051,142.23,137.88,A+(SO),A+(SO),0.0,0.0,Senior,None,0.0,0.05,10,3,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.14,0.15,0.27,0.29,0.3,0.17,0.36
D0170,,IDBI-BL-D0170,Active,FY25,FY25 Q2,IIFL Finance Limited,PTC,BL,PSL,IDBI Bank,IDBI Trusteeship,Axis Trustee,0.9156,2024-09-11,2024-10-11,MCLR Linked,8.87,3.16,12.03,1.8498,10.9639,22962,152.77,146.17,AA(SO),AA(SO),0.0,0.0,Senior,Cash Collateral,9.32,0.05,15,2,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.15,0.22,0.43,0.31,0.33,0.15,0.38
D0171,,Central-HCF-D0171,Active,FY25,FY25 Q3,IIFL Finance Limited,PTC,HCF,PSL,Central Bank of India,Catalyst Trusteeship,Axis Trustee,0.9215,2024-12-25,2025-01-25,Fixed,10.03,3.04,13.07,0.6549,12.4971,9586,7.2,7.03,AA(SO),AA(SO),0.0,0.0,Subordinate,Cash Collateral,0.24,0.1,73,13,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.01,0.01,0.01,0.01,0.03,0.0,0.02
D0172,,DCB-Gold-D0172,Closed,FY25,FY25 Q2,IIFL Finance Limited,PTC,Gold,NPSL,DCB Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.8865,2024-08-23,2024-09-23,Fixed,9.25,1.51,10.76,1.78,9.9199,24347,175.18,166.12,Unrated,Unrated,0.0,0.0628,Senior,Overcollateralization,11.0,0.1,6,8,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.18,0.23,0.44,0.25,0.35,0.18,0.44
D0173,,Karur-HCF-D0173,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,HCF,PSL,Karur Vysya Bank,Catalyst Trusteeship,Vistra ITCL,0.8556,2025-04-04,2025-05-04,MCLR Linked,9.62,2.22,11.84,1.6817,11.2972,6708,311.55,296.18,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,82,13,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.31,0.19,0.81,0.62,0.82,0.37,0.78
D0174,,Indian-HCF-D0174,Active,FY25,FY25 Q1,IIFL Finance Limited,PTC,HCF,PSL,Indian Overseas Bank,IDBI Trusteeship,Axis Trustee,0.8837,2024-06-02,2024-07-02,MCLR Linked,9.66,1.54,11.2,1.7538,9.9621,970,96.3,92.97,AA(SO),AA(SO),0.0,0.0,Senior,Cash Collateral,5.84,0.1,54,15,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.1,0.09,0.12,0.2,0.28,0.08,0.24
D0175,,Indian-Gold-D0175,Closed,FY25,FY25 Q1,IIFL Finance Limited,PTC,Gold,NPSL,Indian Overseas Bank,IDBI Trusteeship,IDBI Trusteeship,0.8643,2024-06-04,2024-07-04,Fixed,10.57,1.84,12.41,0.9064,11.4596,19570,200.39,190.51,Unrated,Unrated,0.0,0.0,Senior,Cash Collateral,14.83,0.05,6,12,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.2,0.15,0.27,0.41,0.6,0.24,0.5
D0176,,AU-HCF-D0176,Closed,FY25,FY25 Q4,IIFL Finance Limited,PTC,HCF,NPSL,AU Small Finance Bank,Vistra ITCL,IDBI Trusteeship,0.8935,2025-03-14,2025-04-14,MCLR Linked,8.32,1.74,10.06,1.0014,8.7548,18185,222.34,217.98,AA+(SO),AA+(SO),0.0,0.0,Senior,Cash Collateral,15.52,0.1,79,16,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.22,0.28,0.24,0.47,0.85,0.15,0.56
D0177,,UCO-LAP-D0177,Active,FY25,FY25 Q3,IIFL Finance Limited,PTC,LAP,PSL,UCO Bank,Axis Trustee,IDBI Trusteeship,0.9132,2024-11-24,2024-12-24,Fixed,9.27,2.34,11.61,1.9633,10.9078,7963,92.07,85.41,AA+(SO),AA+(SO),0.0,0.0,Senior,Cash Collateral,4.93,0.05,49,3,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.09,0.06,0.22,0.1,0.17,0.12,0.23
D0178,,Bank-LAP-D0178,Active,FY25,FY25 Q3,IIFL Finance Limited,DA,LAP,PSL,Bank of Maharashtra,IDBI Trusteeship,Vistra ITCL,0.8934,2024-11-10,2024-12-10,MCLR Linked,9.77,2.78,12.55,0.8336,11.1225,8026,208.67,200.05,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,66,10,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.21,0.3,0.59,0.49,0.53,0.11,0.52
D0179,,Bandhan-HCF-D0179,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,HCF,PSL,Bandhan Bank,Axis Trustee,Catalyst Trusteeship,0.9476,2025-05-17,2025-06-17,MCLR Linked,7.65,3.12,10.77,1.1956,10.1314,18800,166.57,156.05,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,66,7,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.17,0.2,0.23,0.38,0.51,0.2,0.42
D0180,,Aditya-HCF-D0180,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,HCF,NPSL,Aditya Birla Capital Limited,Vistra ITCL,IDBI Trusteeship,0.9148,2026-02-11,2026-03-11,Fixed,9.3,2.09,11.39,1.5573,10.3292,19349,248.85,239.61,AAA(SO),AAA(SO),0.0,0.0,Senior,Cash Collateral,19.06,0.05,51,11,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.25,0.32,0.32,0.37,0.71,0.29,0.62
D0181,,Bandhan-HCF-D0181,Active,FY25,FY25 Q4,IIFL Finance Limited,PTC,HCF,PSL,Bandhan Bank,Vistra ITCL,Catalyst Trusteeship,0.8609,2025-03-09,2025-04-09,Fixed,9.29,1.61,10.9,0.9139,9.7029,17758,130.65,124.64,Unrated,Unrated,0.0,0.0376,Senior,Overcollateralization,4.91,0.05,52,13,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.13,0.13,0.36,0.23,0.4,0.1,0.33
D0182,,IDBI-LAP-D0182,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,LAP,NPSL,IDBI Bank,IDBI Trusteeship,Vistra ITCL,0.8727,2026-03-21,2026-04-21,MCLR Linked,7.22,1.88,9.1,1.0579,8.3119,17526,307.05,287.48,AA(SO),AA(SO),0.088,0.0,Senior,First Loss Guarantee,27.02,0.05,69,13,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.31,0.41,0.4,0.44,1.19,0.34,0.77
D0183,,UCO-HCF-D0183,Active,FY25,FY25 Q2,IIFL Finance Limited,PTC,HCF,NPSL,UCO Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.8905,2024-09-27,2024-10-27,MCLR Linked,9.98,3.09,13.07,1.2491,12.4246,10875,94.7,87.4,AA(SO),AA(SO),0.0,0.0353,Senior,Overcollateralization,3.34,0.05,70,13,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.09,0.09,0.16,0.1,0.32,0.14,0.24
D0184,,RBL-HCF-D0184,Active,FY25,FY25 Q4,IIFL Finance Limited,DA,HCF,PSL,RBL Bank,Vistra ITCL,IDBI Trusteeship,0.8523,2025-01-25,2025-02-25,Fixed,9.79,1.79,11.58,1.3076,10.6345,16195,128.46,119.19,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,62,7,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.13,0.15,0.15,0.23,0.26,0.11,0.32
D0185,,IDBI-HCF-D0185,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,HCF,PSL,IDBI Bank,IDBI Trusteeship,Vistra ITCL,0.8975,2026-02-28,2026-03-28,MCLR Linked,8.65,2.27,10.92,1.8013,9.4334,15100,110.36,104.25,A+(SO),A+(SO),0.0,0.007,Senior,Overcollateralization,0.77,0.05,75,12,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.11,0.06,0.32,0.24,0.19,0.1,0.28
D0186,,Bank-LAP-D0186,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,LAP,NPSL,Bank of Maharashtra,Axis Trustee,Catalyst Trusteeship,0.9154,2026-02-19,2026-03-19,MCLR Linked,10.63,1.77,12.4,1.839,11.4828,16575,293.82,276.27,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,65,18,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.29,0.29,0.7,0.4,0.53,0.23,0.73
D0187,,RBL-BL-D0187,Active,FY26,FY26 Q2,IIFL Finance Limited,PTC,BL,PSL,RBL Bank,Vistra ITCL,Vistra ITCL,0.903,2025-07-19,2025-08-19,Fixed,8.94,2.02,10.96,1.9045,9.9461,12729,341.38,333.62,AA(SO),AA(SO),0.0,0.0,Senior,Cash Collateral,15.7,0.1,14,8,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.34,0.43,0.47,0.39,1.15,0.36,0.85
D0188,,Bandhan-HCF-D0188,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,HCF,NPSL,Bandhan Bank,Axis Trustee,Catalyst Trusteeship,0.8617,2026-01-23,2026-02-23,Fixed,10.41,1.69,12.1,0.6968,11.5826,17479,290.81,267.81,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.05,61,9,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.29,0.25,0.69,0.35,0.76,0.43,0.73
D0189,,RBL-SME-D0189,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,SME,NPSL,RBL Bank,Catalyst Trusteeship,Vistra ITCL,0.8543,2026-03-27,2026-04-27,MCLR Linked,7.77,1.76,9.53,0.9525,9.0197,7376,245.5,231.14,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.05,48,9,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.25,0.15,0.31,0.47,0.73,0.17,0.61
D0190,,Aditya-Gold-D0190,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,Gold,PSL,Aditya Birla Capital Limited,Catalyst Trusteeship,Catalyst Trusteeship,0.9424,2026-03-09,2026-04-09,MCLR Linked,11.07,2.2,13.27,1.8807,11.9187,20585,301.47,293.83,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.1,10,6,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.3,0.29,0.72,0.39,0.96,0.18,0.75
D0191,,Federal-LAP-D0191,Closed,FY25,FY25 Q3,IIFL Finance Limited,DA,LAP,PSL,Federal Bank,Axis Trustee,Vistra ITCL,0.9485,2024-11-14,2024-12-14,MCLR Linked,11.68,1.75,13.43,1.1419,12.0732,12337,189.11,180.54,AAA(SO),AAA(SO),0.0,0.0,,None,0.0,0.05,60,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.19,0.26,0.49,0.46,0.46,0.1,0.47
D0192,,Aditya-HCF-D0192,Active,FY26,FY26 Q2,IIFL Finance Limited,DA,HCF,NPSL,Aditya Birla Capital Limited,Vistra ITCL,Vistra ITCL,0.9256,2025-08-22,2025-09-22,Fixed,10.3,1.74,12.04,1.7015,10.5968,3833,149.21,143.44,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,60,12,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.15,0.13,0.35,0.36,0.59,0.15,0.37
D0193,,Aditya-LAP-D0193,Active,FY26,FY26 Q2,IIFL Finance Limited,PTC,LAP,NPSL,Aditya Birla Capital Limited,IDBI Trusteeship,Vistra ITCL,0.9162,2025-07-16,2025-08-16,MCLR Linked,6.66,3.38,10.04,1.2354,9.2783,2735,48.37,44.68,AA+(SO),AA+(SO),0.0748,0.0,Senior,First Loss Guarantee,3.62,0.05,42,16,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.05,0.04,0.13,0.09,0.19,0.03,0.12
D0194,,Federal-Gold-D0194,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,Gold,NPSL,Federal Bank,IDBI Trusteeship,Catalyst Trusteeship,0.8891,2025-04-15,2025-05-15,Fixed,9.5,1.57,11.07,1.242,9.5991,14612,311.37,290.04,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.1,9,13,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.31,0.35,0.53,0.77,0.72,0.16,0.78
D0195,,AU-SME-D0195,Active,FY27,FY27 Q1,IIFL Finance Limited,PTC,SME,PSL,AU Small Finance Bank,Axis Trustee,Axis Trustee,0.9068,2026-05-24,2026-06-24,Fixed,8.6,3.03,11.63,1.8521,10.8634,12210,142.49,135.36,AA+(SO),AA+(SO),0.0,0.0045,Senior,Overcollateralization,0.64,0.05,33,8,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.14,0.17,0.31,0.35,0.35,0.13,0.36
D0196,,Aditya-LAP-D0196,Active,FY25,FY25 Q3,IIFL Finance Limited,PTC,LAP,PSL,Aditya Birla Capital Limited,Vistra ITCL,Vistra ITCL,0.8567,2024-10-11,2024-11-11,MCLR Linked,9.82,2.83,12.65,1.7018,11.6747,14786,220.97,208.91,AAA(SO),AAA(SO),0.0,0.0508,Senior,Overcollateralization,11.23,0.05,72,9,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.22,0.16,0.57,0.44,0.5,0.29,0.55
D0197,,UCO-HCF-D0197,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,HCF,PSL,UCO Bank,IDBI Trusteeship,Vistra ITCL,0.8962,2025-05-13,2025-06-13,MCLR Linked,7.6,2.53,10.13,0.8606,8.8836,17415,310.1,298.92,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.1,77,16,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.31,0.39,0.83,0.5,1.13,0.44,0.78
D0198,,South-LAP-D0198,Active,FY26,FY26 Q3,IIFL Finance Limited,PTC,LAP,PSL,South Indian Bank,Catalyst Trusteeship,Axis Trustee,0.9282,2025-12-06,2026-01-06,Fixed,7.45,2.7,10.15,0.583,8.7535,1407,94.89,88.29,A+(SO),A+(SO),0.0,0.0,Senior,None,0.0,0.05,46,6,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.09,0.08,0.15,0.1,0.37,0.13,0.24
D0199,,AU-LAP-D0199,Closed,FY25,FY25 Q2,IIFL Finance Limited,PTC,LAP,NPSL,AU Small Finance Bank,Axis Trustee,Vistra ITCL,0.9363,2024-08-08,2024-09-08,Fixed,8.94,3.37,12.31,0.5839,11.2765,20154,181.31,167.95,AA(SO),AA(SO),0.041,0.0,Senior,First Loss Guarantee,7.43,0.1,63,7,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.18,0.22,0.22,0.33,0.49,0.14,0.45
D0200,,IDBI-SME-D0200,Closed,FY25,FY25 Q4,IIFL Finance Limited,DA,SME,PSL,IDBI Bank,Axis Trustee,Axis Trustee,0.8508,2025-03-27,2025-04-27,MCLR Linked,8.59,3.31,11.9,1.9411,10.4725,2291,296.89,286.9,AA+(SO),AA+(SO),0.0,0.0,,None,0.0,0.05,44,2,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.3,0.42,0.48,0.71,1.01,0.24,0.74
D0201,,DCB-LAP-D0201,Active,FY27,FY27 Q1,IIFL Finance Limited,PTC,LAP,NPSL,DCB Bank,Catalyst Trusteeship,Catalyst Trusteeship,0.9141,2026-05-25,2026-06-25,Fixed,8.82,3.08,11.9,0.7756,10.9566,16611,305.26,298.43,AA(SO),AA(SO),0.0724,0.0,Senior,First Loss Guarantee,22.1,0.1,52,11,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.31,0.35,0.31,0.4,0.69,0.33,0.76
D0202,,Karur-SME-D0202,Active,FY27,FY27 Q1,IIFL Finance Limited,PTC,SME,PSL,Karur Vysya Bank,Catalyst Trusteeship,IDBI Trusteeship,0.9407,2026-04-27,2026-05-27,Fixed,10.16,1.76,11.92,1.9612,11.2217,16175,280.54,264.37,AA+(SO),AA+(SO),0.1086,0.0,Senior,First Loss Guarantee,30.47,0.1,37,12,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.28,0.34,0.38,0.45,0.72,0.21,0.7
D0203,,Bank-MFI-D0203,Active,FY25,FY25 Q2,IIFL Finance Limited,PTC,MFI,PSL,Bank of Maharashtra,Catalyst Trusteeship,Vistra ITCL,0.9476,2024-07-01,2024-08-01,Fixed,7.62,3.34,10.96,0.8532,10.009,7855,292.13,278.86,AA(SO),AA(SO),0.0,0.0152,Senior,Overcollateralization,4.44,0.05,16,6,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.29,0.22,0.63,0.58,0.5,0.28,0.73
D0204,,Federal-HCF-D0204,Active,FY26,FY26 Q4,IIFL Finance Limited,DA,HCF,NPSL,Federal Bank,IDBI Trusteeship,Catalyst Trusteeship,0.908,2026-02-13,2026-03-13,Fixed,9.22,2.97,12.19,0.8904,11.1863,2207,39.47,37.85,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,48,15,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.04,0.06,0.11,0.05,0.09,0.04,0.1
D0205,,Aditya-MFI-D0205,Active,FY25,FY25 Q2,IIFL Finance Limited,PTC,MFI,PSL,Aditya Birla Capital Limited,IDBI Trusteeship,IDBI Trusteeship,0.8555,2024-08-16,2024-09-16,Fixed,9.76,3.0,12.76,0.7747,11.7898,20584,109.78,107.74,Unrated,Unrated,0.1047,0.0,Senior,First Loss Guarantee,11.49,0.05,20,2,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.11,0.07,0.21,0.13,0.41,0.11,0.27
D0206,,RBL-MFI-D0206,Active,FY26,FY26 Q1,IIFL Finance Limited,DA,MFI,PSL,RBL Bank,IDBI Trusteeship,Axis Trustee,0.942,2025-06-16,2025-07-16,MCLR Linked,6.57,2.94,9.51,0.8692,8.5119,9809,56.42,52.28,Unrated,Unrated,0.0,0.0,,None,0.0,0.1,22,12,False,True-sale status not independently verified for this synthetic deal -- flagged for legal review.,0.06,0.03,0.09,0.08,0.22,0.04,0.14
D0207,,Aditya-BL-D0207,Closed,FY25,FY25 Q2,IIFL Finance Limited,DA,BL,NPSL,Aditya Birla Capital Limited,Vistra ITCL,Catalyst Trusteeship,0.9244,2024-08-01,2024-09-01,Fixed,9.92,2.82,12.74,1.3207,11.6377,22061,225.5,211.71,Unrated,Unrated,0.0,0.0,,None,0.0,0.1,23,2,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.23,0.13,0.34,0.31,0.77,0.2,0.56
D0208,,Bank-SME-D0208,Active,FY26,FY26 Q1,IIFL Finance Limited,PTC,SME,PSL,Bank of Maharashtra,Axis Trustee,Vistra ITCL,0.9114,2025-04-10,2025-05-10,MCLR Linked,8.5,3.41,11.91,1.1512,10.984,14667,55.4,52.87,Unrated,Unrated,0.0962,0.0,Senior,First Loss Guarantee,5.33,0.1,39,12,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.06,0.03,0.09,0.09,0.11,0.07,0.14
D0209,,UCO-LAP-D0209,Active,FY26,FY26 Q2,IIFL Finance Limited,PTC,LAP,NPSL,UCO Bank,Vistra ITCL,Catalyst Trusteeship,0.9269,2025-08-03,2025-09-03,Fixed,7.94,2.37,10.31,0.5244,9.0695,22923,115.63,114.35,Unrated,Unrated,0.0,0.0673,Senior,Overcollateralization,7.78,0.05,42,12,True,"Assumed true sale: originator retains servicing rights only, no equitable interest retained beyond MRR.",0.12,0.11,0.3,0.26,0.19,0.11,0.29
D0210,,Indian-MFI-D0210,Active,FY27,FY27 Q1,IIFL Finance Limited,DA,MFI,PSL,Indian Overseas Bank,Axis Trustee,Axis Trustee,0.9192,2026-04-22,2026-05-22,Fixed,7.9,3.12,11.02,1.8032,9.5542,6633,338.85,332.41,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,18,3,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.34,0.37,0.67,0.65,1.33,0.29,0.85
D0211,,Aditya-MFI-D0211,Closed,FY25,FY25 Q1,IIFL Finance Limited,DA,MFI,PSL,Aditya Birla Capital Limited,Axis Trustee,Axis Trustee,0.8971,2024-04-07,2024-05-07,MCLR Linked,5.63,3.44,9.07,1.7897,7.9848,21790,85.09,82.15,Unrated,Unrated,0.0,0.0,,None,0.0,0.05,19,9,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.09,0.06,0.18,0.19,0.14,0.04,0.21
D0212,,AU-LAP-D0212,Active,FY26,FY26 Q3,IIFL Finance Limited,DA,LAP,NPSL,AU Small Finance Bank,Axis Trustee,Catalyst Trusteeship,0.8995,2025-10-20,2025-11-20,MCLR Linked,8.79,3.5,12.29,1.9084,11.4432,19867,178.31,170.11,A+(SO),A+(SO),0.0,0.0,,None,0.0,0.05,37,11,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.18,0.21,0.19,0.26,0.35,0.15,0.45
D0213,,Karur-BL-D0213,Active,FY26,FY26 Q4,IIFL Finance Limited,PTC,BL,PSL,Karur Vysya Bank,IDBI Trusteeship,IDBI Trusteeship,0.9106,2026-01-11,2026-02-11,Fixed,9.94,3.21,13.15,0.6514,12.234,23810,58.94,55.44,AA(SO),AA(SO),0.0651,0.0,Senior,First Loss Guarantee,3.84,0.1,16,4,True,Assumed true sale: SPV holds legal title to the pool; no recourse to originator beyond the stated credit enhancement.,0.06,0.09,0.09,0.08,0.1,0.03,0.15
D0214,,DCB-MFI-D0214,Active,FY27,FY27 Q1,IIFL Finance Limited,DA,MFI,PSL,DCB Bank,Catalyst Trusteeship,Axis Trustee,0.9299,2026-06-28,2026-07-28,MCLR Linked,11.47,1.56,13.03,1.944,11.7742,7928,128.14,118.91,AA(SO),AA(SO),0.0,0.0,,None,0.0,0.1,24,11,True,Assumed true sale: outright assignment of receivables; assignee holds pro-rata beneficial interest in the underlying loans.,0.13,0.19,0.33,0.25,0.47,0.08,0.32
